,Date,State,Total_cases,Total_death,Total_recovered,Death_percent,Recovery_percent
444,2020-08,ME,4208.45,127.71,4080.74,3.03,96.97
445,2020-08,MI,188617.03,6694.65,181922.39,3.55,96.45
446,2020-08,MN,65650.03,1761.45,63888.58,2.68,97.32
447,2020-08,MO,73007.52,1633.26,71374.26,2.24,97.76
448,2020-08,MP,51.26,2.0,49.26,3.9,96.1
449,2020-08,MS,76465.26,2589.9,73875.35,3.39,96.61
450,2020-08,MT,5763.0,83.35,5679.65,1.45,98.55
451,2020-08,NC,151330.97,2558.77,148772.19,1.69,98.31
452,2020-08,ND,8975.81,125.29,8850.52,1.4,98.6
453,2020-08,NE,30302.1,363.1,29939.0,1.2,98.8
454,2020-08,NH,6965.65,424.06,6541.58,6.09,93.91
455,2020-08,NJ,190079.74,15900.94,174178.81,8.37,91.63
456,2020-08,NM,23285.77,713.87,22571.9,3.07,96.93
457,2020-08,NV,60729.65,1104.19,59625.45,1.82,98.18
458,2020-08,NY,195293.32,8903.45,186389.87,4.56,95.44
459,2020-08,NYC,231299.9,23624.74,207675.16,10.21,89.79
460,2020-08,OH,107855.71,3829.23,104026.48,3.55,96.45
461,2020-08,OK,52939.87,852.9,52086.97,1.61,98.39
462,2020-08,OR,23025.19,390.1,22635.1,1.69,98.31
463,2020-08,PA,123823.23,7451.13,116372.1,6.02,93.98
464,2020-08,PR,26395.32,337.81,26057.52,1.28,98.72
465,2020-08,PW,0.0,0.0,0.0,0.0,0.0
466,2020-08,RI,20594.71,1051.87,19542.84,5.11,94.89
467,2020-08,RMI,0.0,0.0,0.0,0.0,0.0
468,2020-08,SC,109338.45,2425.74,106912.71,2.22,97.78
469,2020-08,SD,10537.39,151.84,10385.55,1.44,98.56
470,2020-08,TN,135059.48,1584.23,133475.26,1.17,98.83
471,2020-08,TX,530525.77,12794.06,517731.71,2.41,97.59
472,2020-08,UT,47186.65,364.45,46822.19,0.77,99.23
473,2020-08,VA,107142.03,2405.35,104736.68,2.25,97.75
474,2020-08,VI,773.84,10.29,763.55,1.33,98.67
475,2020-08,VT,1513.48,57.84,1455.65,3.82,96.18
476,2020-08,WA,67024.39,1770.1,65254.29,2.64,97.36
477,2020-08,WI,69785.65,1045.45,68740.19,1.5,98.5
478,2020-08,WV,8468.45,160.19,8308.26,1.89,98.11
479,2020-08,WY,3301.9,32.0,3269.9,0.97,99.03
480,2020-09,AK,6509.33,60.5,6448.83,0.93,99.07
481,2020-09,AL,153436.53,3707.17,149729.37,2.42,97.58
482,2020-09,AR,72437.87,1079.6,71358.27,1.49,98.51
483,2020-09,AS,0.0,0.0,0.0,0.0,0.0
484,2020-09,AZ,210752.07,5378.83,205373.23,2.55,97.45
485,2020-09,CA,788633.6,15987.03,772646.57,2.03,97.97
486,2020-09,CO,63216.13,2000.67,61215.47,3.16,96.84
487,2020-09,CT,55044.13,4485.53,50558.6,8.15,91.85
488,2020-09,DC,14710.03,617.2,14092.83,4.2,95.8
489,2020-09,DE,19321.83,619.6,18702.23,3.21,96.79
490,2020-09,FL,662531.93,12858.2,649673.73,1.94,98.06
491,2020-09,FSM,0.0,0.0,0.0,0.0,0.0
492,2020-09,GA,311654.3,6424.4,305229.9,2.06,97.94
493,2020-09,GU,1982.17,28.13,1954.03,1.42,98.58
494,2020-09,HI,10925.1,105.67,10819.43,0.97,99.03
495,2020-09,IA,76761.17,1235.77,75525.4,1.61,98.39
496,2020-09,ID,36504.97,423.7,36081.27,1.16,98.84
497,2020-09,IL,267929.5,8590.47,259339.03,3.21,96.79
498,2020-09,IN,107470.87,3664.73,103806.13,3.41,96.59
499,2020-09,KS,50783.47,553.87,50229.6,1.09,98.91
500,2020-09,KY,58670.93,1071.8,57599.13,1.83,98.17
501,2020-09,LA,159264.47,5265.37,153999.1,3.31,96.69
502,2020-09,MA,125864.77,9273.83,116590.93,7.37,92.63
503,2020-09,MD,117834.23,3979.83,113854.4,3.38,96.62
504,2020-09,ME,4973.43,137.23,4836.2,2.76,97.24
505,2020-09,MI,226481.63,6978.2,219503.43,3.08,96.92
506,2020-09,MN,87285.23,1983.9,85301.33,2.27,97.73
507,2020-09,MO,114130.1,2185.93,111944.17,1.92,98.08
508,2020-09,MP,63.4,2.0,61.4,3.15,96.85
509,2020-09,MS,94228.03,3080.8,91147.23,3.27,96.73
510,2020-09,MT,9882.2,143.17,9739.03,1.45,98.55
511,2020-09,NC,194792.33,3397.97,191394.37,1.74,98.26
512,2020-09,ND,16881.67,187.1,16694.57,1.11,98.89
513,2020-09,NE,39556.03,437.57,39118.47,1.11,98.89
514,2020-09,NH,7769.4,436.0,7333.4,5.61,94.39
515,2020-09,NJ,202359.17,16048.6,186310.57,7.93,92.07
516,2020-09,NM,27189.27,832.63,26356.63,3.06,96.94
517,2020-09,NV,74662.8,1514.47,73148.33,2.03,97.97
518,2020-09,NY,207629.17,8998.1,198631.07,4.33,95.67
519,2020-09,NYC,239912.47,23763.8,216148.67,9.91,90.09
520,2020-09,OH,139654.0,4496.57,135157.43,3.22,96.78
521,2020-09,OK,78753.73,1207.13,77546.6,1.53,98.47
522,2020-09,OR,29995.63,512.97,29482.67,1.71,98.29
523,2020-09,PA,146684.0,7913.23,138770.77,5.39,94.61
524,2020-09,PR,40089.33,564.43,39524.9,1.41,98.59
525,2020-09,PW,0.0,0.0,0.0,0.0,0.0
526,2020-09,RI,23287.3,1103.5,22183.8,4.74,95.26
527,2020-09,RMI,0.0,0.0,0.0,0.0,0.0
528,2020-09,SC,137900.27,3234.83,134665.43,2.35,97.65
529,2020-09,SD,17637.03,191.53,17445.5,1.09,98.91
530,2020-09,TN,178743.13,2298.5,176444.63,1.29,98.71
531,2020-09,TX,678207.73,15959.63,662248.1,2.35,97.65
532,2020-09,UT,61525.0,435.23,61089.77,0.71,99.29
533,2020-09,VA,136564.2,2903.3,133660.9,2.13,97.87
534,2020-09,VI,1237.53,18.37,1219.17,1.48,98.52
535,2020-09,VT,1693.53,58.0,1635.53,3.42,96.58
536,2020-09,WA,81929.53,2021.03,79908.5,2.47,97.53
537,2020-09,WI,100968.5,1228.93,99739.57,1.22,98.78
538,2020-09,WV,13149.87,285.93,12863.93,2.17,97.83
539,2020-09,WY,4668.57,45.83,4622.73,0.98,99.02
540,2020-10,AK,10967.9,89.68,10878.23,0.82,99.18
541,2020-10,AL,182396.52,4274.26,178122.26,2.34,97.66
542,2020-10,AR,97590.39,1655.81,95934.58,1.7,98.3
543,2020-10,AS,0.0,0.0,0.0,0.0,0.0
544,2020-10,AZ,230488.13,5805.55,224682.58,2.52,97.48
545,2020-10,CA,893174.29,17744.42,875429.87,1.99,98.01
546,2020-10,CO,85067.23,2159.87,82907.35,2.54,97.46
547,2020-10,CT,63266.84,4551.74,58715.1,7.19,92.81
548,2020-10,DC,16249.06,638.23,15610.84,3.93,96.07
549,2020-10,DE,23082.06,666.1,22415.97,2.89,97.11
550,2020-10,FL,741518.52,15706.94,725811.58,2.12,97.88
551,2020-10,FSM,0.0,0.0,0.0,0.0,0.0
552,2020-10,GA,361165.19,7541.71,353623.48,2.09,97.91
553,2020-10,GU,3585.52,63.87,3521.65,1.78,98.22
554,2020-10,HI,13814.1,183.68,13630.42,1.33,98.67
555,2020-10,IA,105658.74,1525.32,104133.42,1.44,98.56
556,2020-10,ID,52390.97,533.9,51857.06,1.02,98.98
557,2020-10,IL,344874.26,9439.29,335434.97,2.74,97.26
558,2020-10,IN,145561.61,4241.61,141320.0,2.91,97.09
559,2020-10,KS,70831.1,848.74,69982.35,1.2,98.8
560,2020-10,KY,86336.06,1315.45,85020.61,1.52,98.48
561,2020-10,LA,177578.55,5723.29,171855.26,3.22,96.78
562,2020-10,MA,143519.77,9746.06,133773.71,6.79,93.21
563,2020-10,MD,135264.39,4173.35,131091.03,3.09,96.91
564,2020-10,ME,5949.13,144.45,5804.68,2.43,97.57
565,2020-10,MI,271463.81,7426.45,264037.35,2.74,97.26
566,2020-10,MN,120915.58,2270.0,118645.58,1.88,98.12
567,2020-10,MO,167494.23,3004.58,164489.65,1.79,98.21
568,2020-10,MP,82.9,2.0,80.9,2.41,97.59
569,2020-10,MS,112163.87,3477.16,108686.71,3.1,96.9
570,2020-10,MT,22170.26,247.94,21922.32,1.12,98.88
571,2020-10,NC,246887.87,4220.65,242667.23,1.71,98.29
572,2020-10,ND,32000.58,390.71,31609.87,1.22,98.78
573,2020-10,NE,56814.61,554.0,56260.61,0.98,99.02
574,2020-10,NH,9578.9,461.71,9117.19,4.82,95.18
575,2020-10,NJ,227180.68,16217.06,210963.61,7.14,92.86
576,2020-10,NM,36501.81,934.16,35567.65,2.56,97.44
577,2020-10,NV,89476.29,1724.13,87752.16,1.93,98.07
578,2020-10,NY,228649.77,9143.32,219506.45,4.0,96.0
579,2020-10,NYC,255255.94,23923.81,231332.13,9.37,90.63
580,2020-10,OH,180360.32,5074.74,175285.58,2.81,97.19
581,2020-10,OK,113805.52,1634.87,112170.65,1.44,98.56
582,2020-10,OR,38936.16,619.0,38317.16,1.59,98.41
583,2020-10,PA,180578.42,8462.87,172115.55,4.69,95.31
584,2020-10,PR,57462.06,756.97,56705.1,1.32,98.68
585,2020-10,PW,0.0,0.0,0.0,0.0,0.0
586,2020-10,RI,28647.16,1169.35,27477.81,4.08,95.92
587,2020-10,RMI,0.26,0.0,0.26,0.0,100.0
588,2020-10,SC,163835.0,3752.29,160082.71,2.29,97.71
589,2020-10,SD,32506.68,315.58,32191.1,0.97,99.03
590,2020-10,TN,231629.81,3088.19,228541.61,1.33,98.67
591,2020-10,TX,819213.45,18040.26,801173.19,2.2,97.8
592,2020-10,UT,92603.74,534.61,92069.13,0.58,99.42
593,2020-10,VA,165140.32,3447.55,161692.77,2.09,97.91
594,2020-10,VI,1336.03,20.55,1315.48,1.54,98.46
595,2020-10,VT,1938.77,58.0,1880.77,2.99,97.01
596,2020-10,WA,99012.55,2241.55,96771.0,2.26,97.74
597,2020-10,WI,177471.87,1622.55,175849.32,0.91,99.09
598,2020-10,WV,19646.35,397.58,19248.77,2.02,97.98
599,2020-10,WY,9007.68,62.13,8945.55,0.69,99.31
600,2020-11,AK,23260.67,157.03,23103.63,0.68,99.32
601,2020-11,AL,230394.83,4933.43,225461.4,2.14,97.86
602,2020-11,AR,134369.1,2225.5,132143.6,1.66,98.34
603,2020-11,AS,2.2,0.0,2.2,0.0,100.0
604,2020-11,AZ,281390.27,6316.63,275073.63,2.24,97.76
605,2020-11,CA,1112876.97,19430.03,1093446.93,1.75,98.25
606,2020-11,CO,167365.8,2616.4,164749.4,1.56,98.44
607,2020-11,CT,92806.3,4778.73,88027.57,5.15,94.85
608,2020-11,DC,19175.43,662.43,18513.0,3.45,96.55
609,2020-11,DE,29990.5,738.2,29252.3,2.46,97.54
610,2020-11,FL,882095.53,17615.97,864479.57,2.0,98.0
611,2020-11,FSM,0.0,0.0,0.0,0.0,0.0
612,2020-11,GA,428688.17,8805.43,419882.73,2.05,97.95
613,2020-11,GU,5877.17,95.37,5781.8,1.62,98.38
614,2020-11,HI,16432.73,225.03,16207.7,1.37,98.63
615,2020-11,IA,183292.1,2031.57,181260.53,1.11,98.89
616,2020-11,ID,83243.3,780.3,82463.0,0.94,99.06
617,2020-11,IL,577054.73,11350.33,565704.4,1.97,98.03
618,2020-11,IN,255891.73,5594.2,250297.53,2.19,97.81
619,2020-11,KS,120521.03,1294.7,119226.33,1.07,98.93
620,2020-11,KY,140816.6,1684.6,139132.0,1.2,98.8
621,2020-11,LA,207433.37,6160.13,201273.23,2.97,97.03
622,2020-11,MA,190433.4,10412.2,180021.2,5.47,94.53
623,2020-11,MD,170949.07,4526.13,166422.93,2.65,97.35
624,2020-11,ME,9288.4,169.4,9119.0,1.82,98.18
625,2020-11,MI,401811.43,8815.87,392995.57,2.19,97.81
626,2020-11,MN,228319.47,3022.87,225296.6,1.32,98.68
627,2020-11,MO,275934.77,4260.37,271674.4,1.54,98.46
628,2020-11,MP,101.27,2.0,99.27,1.97,98.03
629,2020-11,MS,139398.5,4012.8,135385.7,2.88,97.12
630,2020-11,MT,47870.27,528.5,47341.77,1.1,98.9
631,2020-11,NC,325838.03,5251.67,320586.37,1.61,98.39
632,2020-11,ND,64609.9,757.33,63852.57,1.17,98.83
633,2020-11,NE,100214.37,816.93,99397.43,0.82,99.18
634,2020-11,NH,15268.0,501.0,14767.0,3.28,96.72
635,2020-11,NJ,304332.73,16623.17,287709.57,5.46,94.54
636,2020-11,NM,69085.33,1260.8,67824.53,1.82,98.18
637,2020-11,NV,123479.77,1941.1,121538.67,1.57,98.43
638,2020-11,NY,282977.83,9550.73,273427.1,3.38,96.62
639,2020-11,NYC,289304.1,24149.23,265154.87,8.35,91.65
640,2020-11,OH,307793.9,5810.47,301983.43,1.89,98.11
641,2020-11,OK,177490.47,2396.07,175094.4,1.35,98.65
642,2020-11,OR,58392.7,783.87,57608.83,1.34,98.66
643,2020-11,PA,274665.23,9467.37,265197.87,3.45,96.55
644,2020-11,PR,50223.33,962.0,49261.33,1.92,98.08
645,2020-11,PW,0.0,0.0,0.0,0.0,0.0
646,2020-11,RI,45222.17,1302.9,43919.27,2.88,97.12
647,2020-11,RMI,2.5,0.0,2.5,0.0,100.0
648,2020-11,SC,199409.47,4269.87,195139.6,2.14,97.86
649,2020-11,SD,64633.1,664.57,63968.53,1.03,98.97
650,2020-11,TN,333501.43,4323.97,329177.47,1.3,98.7
651,2020-11,TX,1120317.93,21757.37,1098560.57,1.94,98.06
652,2020-11,UT,155505.73,731.37,154774.37,0.47,99.53
653,2020-11,VA,208449.07,3851.9,204597.17,1.85,98.15
654,2020-11,VI,1456.87,22.87,1434.0,1.57,98.43
655,2020-11,VT,3051.93,61.17,2990.77,2.0,98.0
656,2020-11,WA,136383.13,2553.47,133829.67,1.87,98.13
657,2020-11,WI,331047.57,2808.5,328239.07,0.85,99.15
658,2020-11,WV,34893.87,591.97,34301.9,1.7,98.3
659,2020-11,WY,23276.67,152.1,23124.57,0.65,99.35
660,2020-12,AK,40501.55,254.77,40246.77,0.63,99.37
661,2020-12,AL,326145.03,6180.58,319964.45,1.9,98.1
662,2020-12,AR,192265.06,3072.23,189192.84,1.6,98.4
663,2020-12,AS,3.0,0.0,3.0,0.0,100.0
664,2020-12,AZ,428286.26,7655.61,420630.65,1.79,98.21
665,2020-12,CA,1888816.16,25557.65,1863258.52,1.35,98.65
666,2020-12,CO,293115.35,4042.16,289073.19,1.38,98.62
667,2020-12,CT,154633.84,5504.0,149129.84,3.56,96.44
668,2020-12,DC,25485.06,728.06,24757.0,2.86,97.14
669,2020-12,DE,48458.26,841.19,47617.06,1.74,98.26
670,2020-12,FL,1140378.58,20170.29,1120208.29,1.77,98.23
671,2020-12,FSM,0.0,0.0,0.0,0.0,0.0
672,2020-12,GA,564524.1,10224.55,554299.55,1.81,98.19
673,2020-12,GU,7145.55,117.55,7028.0,1.65,98.35
674,2020-12,HI,19351.87,271.13,19080.74,1.4,98.6
675,2020-12,IA,259545.26,3289.71,256255.55,1.27,98.73
676,2020-12,ID,124088.29,1213.16,122875.13,0.98,99.02
677,2020-12,IL,863462.74,15712.13,847750.61,1.82,98.18
678,2020-12,IN,436651.52,8248.77,428402.74,1.89,98.11
679,2020-12,KS,192102.23,2188.45,189913.77,1.14,98.86
680,2020-12,KY,228654.55,2290.97,226363.58,1.0,99.0
681,2020-12,LA,275266.65,6939.13,268327.52,2.52,97.48
682,2020-12,MA,302858.61,11680.9,291177.71,3.86,96.14
683,2020-12,MD,242843.29,5588.26,237255.03,2.3,97.7
684,2020-12,ME,17881.48,278.48,17603.0,1.56,98.44
685,2020-12,MI,547482.23,12191.81,535290.42,2.23,97.77
686,2020-12,MN,380398.48,4602.19,375796.29,1.21,98.79
687,2020-12,MO,397472.39,6061.97,391410.42,1.53,98.47
688,2020-12,MP,114.52,2.0,112.52,1.75,98.25
689,2020-12,MS,190251.65,5003.77,185247.87,2.63,97.37
690,2020-12,MT,73942.61,834.84,73107.77,1.13,98.87
691,2020-12,NC,473077.06,6680.94,466396.13,1.41,98.59
692,2020-12,ND,88122.77,1169.03,86953.74,1.33,98.67
693,2020-12,NE,151033.61,1407.94,149625.68,0.93,99.07
694,2020-12,NH,32964.65,628.9,32335.74,1.91,98.09
695,2020-12,NJ,453798.06,17981.16,435816.9,3.96,96.04
696,2020-12,NM,122961.06,2037.77,120923.29,1.66,98.34
697,2020-12,NV,192360.74,2634.48,189726.26,1.37,98.63
698,2020-12,NY,440776.84,11177.23,429599.61,2.54,97.46
699,2020-12,NYC,377164.35,24658.71,352505.65,6.54,93.46
700,2020-12,OH,576892.52,7752.13,569140.39,1.34,98.66
701,2020-12,OK,273128.97,3787.16,269341.81,1.39,98.61
702,2020-12,OR,96788.1,1234.68,95553.42,1.28,98.72
703,2020-12,PA,512925.29,13145.55,499779.74,2.56,97.44
704,2020-12,PR,65373.42,1325.42,64048.0,2.03,97.97
705,2020-12,PW,0.0,0.0,0.0,0.0,0.0
706,2020-12,RI,76323.55,1687.16,74636.39,2.21,97.79
707,2020-12,RMI,4.0,0.0,4.0,0.0,100.0
708,2020-12,SC,270423.87,5045.74,265378.13,1.87,98.13
709,2020-12,SD,91710.19,1271.16,90439.03,1.39,98.61
710,2020-12,TN,508248.1,6437.32,501810.77,1.27,98.73
711,2020-12,TX,1522317.29,27668.16,1494649.13,1.82,98.18
712,2020-12,UT,239642.81,1087.52,238555.29,0.45,99.55
713,2020-12,VA,296485.71,4555.81,291929.9,1.54,98.46
714,2020-12,VI,1837.97,23.0,1814.97,1.25,98.75
715,2020-12,VT,5975.74,102.23,5873.52,1.71,98.29
716,2020-12,WA,212217.29,3053.65,209163.65,1.44,98.56
717,2020-12,WI,474983.39,4495.94,470487.45,0.95,99.05
718,2020-12,WV,67139.45,1042.45,66097.0,1.55,98.45
719,2020-12,WY,39976.13,330.06,39646.06,0.83,99.17
720,2021-01,AK,49914.74,300.03,49614.71,0.6,99.4
721,2021-01,AL,442974.61,8393.1,434581.52,1.89,98.11
722,2021-01,AR,266036.87,4287.84,261749.03,1.61,98.39
723,2021-01,AS,3.0,0.0,3.0,0.0,100.0
724,2021-01,AZ,658252.39,11037.35,647215.03,1.68,98.32
725,2021-01,CA,3007968.26,42620.58,2965347.68,1.42,98.58
726,2021-01,CO,370128.74,5304.55,364824.19,1.43,98.57
727,2021-01,CT,222611.61,6582.77,216028.84,2.96,97.04
728,2021-01,DC,33235.03,846.13,32388.9,2.55,97.45
729,2021-01,DE,70652.13,1005.94,69646.19,1.42,98.58
730,2021-01,FL,1516834.06,23994.52,1492839.55,1.58,98.42
731,2021-01,FSM,0.77,0.0,0.77,0.0,100.0
732,2021-01,GA,801007.32,12322.23,788685.1,1.54,98.46
733,2021-01,GU,7473.0,125.71,7347.29,1.68,98.32
734,2021-01,HI,23652.23,328.13,23324.1,1.39,98.61
735,2021-01,IA,302647.9,4294.48,298353.42,1.42,98.58
736,2021-01,ID,153639.32,1594.39,152044.94,1.04,98.96
737,2021-01,IL,1056788.16,19844.74,1036943.42,1.88,98.12
738,2021-01,IN,580859.13,11016.32,569842.81,1.9,98.1
739,2021-01,KS,253805.97,3376.32,250429.65,1.33,98.67
740,2021-01,KY,320163.58,3139.06,317024.52,0.98,99.02
741,2021-01,LA,361769.9,8163.58,353606.32,2.26,97.74
742,2021-01,MA,458426.42,13757.74,444668.68,3.0,97.0
743,2021-01,MD,322899.42,6972.45,315926.97,2.16,97.84
744,2021-01,ME,33022.16,487.06,32535.1,1.47,98.53
745,2021-01,MI,628874.81,14987.68,613887.13,2.38,97.62
746,2021-01,MN,442707.81,5902.06,436805.74,1.33,98.67
747,2021-01,MO,495831.03,7550.74,488280.29,1.52,98.48
748,2021-01,MP,127.68,2.0,125.68,1.57,98.43
749,2021-01,MS,253088.61,6231.9,246856.71,2.46,97.54
750,2021-01,MT,88392.13,1091.84,87300.29,1.24,98.76
751,2021-01,NC,693406.68,9323.61,684083.06,1.34,98.66
752,2021-01,ND,95643.61,1376.39,94267.23,1.44,98.56
753,2021-01,NE,180661.23,1815.16,178846.06,1.0,99.0
754,2021-01,NH,55974.0,911.81,55062.19,1.63,98.37
755,2021-01,NJ,617730.06,20339.16,597390.9,3.29,96.71
756,2021-01,NM,161022.77,2905.0,158117.77,1.8,98.2
757,2021-01,NV,256719.45,3707.48,253011.97,1.44,98.56
758,2021-01,NY,695226.61,14526.65,680699.97,2.09,97.91
759,2021-01,NYC,529683.26,26090.71,503592.55,4.93,95.07
760,2021-01,OH,811972.9,10105.58,801867.32,1.24,98.76
761,2021-01,OK,373531.9,5469.39,368062.52,1.46,98.54
762,2021-01,OR,130589.16,1739.23,128849.94,1.33,98.67
763,2021-01,PA,753588.03,18969.94,734618.1,2.52,97.48
764,2021-01,PR,86625.19,1694.29,84930.9,1.96,98.04
765,2021-01,PW,0.0,0.0,0.0,0.0,0.0
766,2021-01,RI,105307.13,2165.97,103141.16,2.06,97.94
767,2021-01,RMI,4.0,0.0,4.0,0.0,100.0
768,2021-01,SC,403807.06,6708.9,397098.16,1.66,98.34
769,2021-01,SD,104662.58,1632.26,103030.32,1.56,98.44
770,2021-01,TN,685347.52,9333.16,676014.35,1.36,98.64
771,2021-01,TX,2075013.03,36432.65,2038580.39,1.76,98.24
772,2021-01,UT,317593.35,1476.48,316116.87,0.46,99.54
773,2021-01,VA,435802.61,5752.71,430049.9,1.32,98.68
774,2021-01,VI,2236.84,23.9,2212.94,1.07,98.93
775,2021-01,VT,9806.13,160.65,9645.48,1.64,98.36
776,2021-01,WA,284532.68,3885.9,280646.77,1.37,98.63
777,2021-01,WI,561850.9,5840.84,556010.06,1.04,98.96
778,2021-01,WV,106453.87,1717.39,104736.48,1.61,98.39
779,2021-01,WY,48685.35,525.45,48159.9,1.08,98.92
780,2021-02,AK,54638.21,313.86,54324.36,0.57,99.43
781,2021-02,AL,499979.14,10069.82,489909.32,2.01,97.99
782,2021-02,AR,311387.04,5221.46,306165.57,1.68,98.32
783,2021-02,AS,3.57,0.0,3.57,0.0,100.0
784,2021-02,AZ,795162.71,14830.46,780332.25,1.87,98.13
785,2021-02,CA,3452578.68,55403.04,3397175.64,1.6,98.4
786,2021-02,CO,413314.21,5812.04,407502.18,1.41,98.59
787,2021-02,CT,268525.79,7403.04,261122.75,2.76,97.24
788,2021-02,DC,38865.61,974.25,37891.36,2.51,97.49
789,2021-02,DE,84604.11,1283.93,83320.18,1.52,98.48
790,2021-02,FL,1792095.82,28879.71,1763216.11,1.61,98.39
791,2021-02,FSM,1.0,0.0,1.0,0.0,100.0
792,2021-02,GA,964010.07,15949.14,948060.93,1.65,98.35
793,2021-02,GU,7690.07,129.79,7560.29,1.69,98.31
794,2021-02,HI,26724.68,422.14,26302.54,1.58,98.42
795,2021-02,IA,328882.07,5235.79,323646.29,1.59,98.41
796,2021-02,ID,167553.68,1802.46,165751.21,1.08,98.92
797,2021-02,IL,1160812.11,22096.25,1138715.86,1.9,98.1
798,2021-02,IN,648281.21,12486.71,635794.5,1.93,98.07
799,2021-02,KS,286599.61,4372.79,282226.82,1.53,98.47
800,2021-02,KY,387640.57,4261.25,383379.32,1.1,98.9
801,2021-02,LA,418358.82,9301.04,409057.79,2.22,97.78
802,2021-02,MA,556493.29,15599.43,540893.86,2.8,97.2
803,2021-02,MD,371110.18,8041.68,363068.5,2.17,97.83
804,2021-02,ME,42607.93,655.68,41952.25,1.54,98.46
805,2021-02,MI,674075.96,16327.79,657748.18,2.42,97.58
806,2021-02,MN,473631.25,6430.0,467201.25,1.36,98.64
807,2021-02,MO,541860.29,8375.96,533484.32,1.55,98.45
808,2021-02,MP,136.68,2.0,134.68,1.46,98.54
809,2021-02,MS,288881.89,6865.68,282016.21,2.38,97.62
810,2021-02,MT,97345.82,1324.21,96021.61,1.36,98.64
811,2021-02,NC,833414.14,11554.64,821859.5,1.39,98.61
812,2021-02,ND,98811.18,1433.14,97378.04,1.45,98.55
813,2021-02,NE,196772.14,2009.79,194762.36,1.02,98.98
814,2021-02,NH,70920.89,1127.86,69793.04,1.59,98.41
815,2021-02,NJ,745830.54,22462.57,723367.96,3.01,96.99
816,2021-02,NM,180320.82,3520.07,176800.75,1.95,98.05
817,2021-02,NV,287609.93,4690.71,282919.21,1.63,98.37
818,2021-02,NY,869910.93,17295.39,852615.54,1.99,98.01
819,2021-02,NYC,674824.0,28368.21,646455.79,4.2,95.8
820,2021-02,OH,937789.82,14717.43,923072.39,1.57,98.43
821,2021-02,OK,425103.86,6637.68,418466.18,1.56,98.44
822,2021-02,OR,150117.43,2101.79,148015.64,1.4,98.6
823,2021-02,PA,893042.43,23037.21,870005.21,2.58,97.42
824,2021-02,PR,97722.71,1936.32,95786.39,1.98,98.02
825,2021-02,PW,0.0,0.0,0.0,0.0,0.0
826,2021-02,RI,121847.0,2476.25,119370.75,2.03,97.97
827,2021-02,RMI,4.0,0.0,4.0,0.0,100.0
828,2021-02,SC,501034.86,8393.71,492641.14,1.68,98.32
829,2021-02,SD,110346.75,1835.07,108511.68,1.66,98.34
830,2021-02,TN,762033.75,11119.61,750914.14,1.46,98.54
831,2021-02,TX,2542297.79,44153.82,2498143.96,1.74,98.26
832,2021-02,UT,360751.71,1798.21,358953.5,0.5,99.5
833,2021-02,VA,549228.61,7260.0,541968.61,1.32,98.68
834,2021-02,VI,2535.25,24.68,2510.57,0.97,99.03
835,2021-02,VT,13705.61,190.5,13515.11,1.39,98.61
836,2021-02,WA,328072.36,4675.96,323396.39,1.43,98.57
837,2021-02,WI,606696.21,6755.96,599940.25,1.11,98.89
838,2021-02,WV,127258.29,2194.64,125063.64,1.72,98.28
839,2021-02,WY,53260.5,648.32,52612.18,1.22,98.78
840,2021-03,AK,58395.16,331.84,58063.32,0.57,99.43
841,2021-03,AL,518800.39,10663.29,508137.1,2.06,97.94
842,2021-03,AR,327126.68,5458.87,321667.81,1.67,98.33
843,2021-03,AS,3.23,0.0,3.23,0.0,100.0
844,2021-03,AZ,832803.26,16571.39,816231.87,1.99,98.01
845,2021-03,CA,3557732.58,59892.35,3497840.23,1.68,98.32
846,2021-03,CO,445509.55,6038.58,439470.97,1.36,98.64
847,2021-03,CT,294609.87,7787.9,286821.97,2.64,97.36
848,2021-03,DC,42638.68,1042.42,41596.26,2.44,97.56
849,2021-03,DE,92138.9,1504.45,90634.45,1.63,98.37
850,2021-03,FL,1948984.06,32346.32,1916637.74,1.66,98.34
851,2021-03,FSM,1.0,0.0,1.0,0.0,100.0
852,2021-03,GA,1036788.13,18311.06,1018477.06,1.77,98.23
853,2021-03,GU,7774.42,133.39,7641.03,1.72,98.28
854,2021-03,HI,28439.29,448.1,27991.19,1.58,98.42
855,2021-03,IA,343707.26,5635.42,338071.84,1.64,98.36
856,2021-03,ID,176030.29,1920.13,174110.16,1.09,98.91
857,2021-03,IL,1214008.74,23220.19,1190788.55,1.91,98.09
858,2021-03,IN,675182.26,12996.16,662186.1,1.92,98.08
859,2021-03,KS,298460.71,4841.42,293619.29,1.62,98.38
860,2021-03,KY,417047.61,5321.68,411725.94,1.28,98.72
861,2021-03,LA,438096.26,9908.23,428188.03,2.26,97.74
862,2021-03,MA,606587.55,16772.52,589815.03,2.77,97.23
863,2021-03,MD,396520.61,8603.84,387916.77,2.17,97.83
864,2021-03,ME,47674.06,724.03,46950.03,1.52,98.48
865,2021-03,MI,732291.48,16946.77,715344.71,2.31,97.69
866,2021-03,MN,500296.81,6781.9,493514.9,1.36,98.64
867,2021-03,MO,560160.1,8691.16,551468.94,1.55,98.45
868,2021-03,MP,152.61,2.0,150.61,1.31,98.69
869,2021-03,MS,301909.81,7098.03,294811.77,2.35,97.65
870,2021-03,MT,102279.81,1402.65,100877.16,1.37,98.63
