,Date,State,Total_cases,Total_death,Total_recovered,Death_percent,Recovery_percent
444,2020-08,ME,4208.45,127.71,4080.74,3.03,96.97
445,2020-08,MI,187190.77,6692.61,180498.16,3.58,96.42
446,2020-08,MN,65650.03,1761.45,63888.58,2.68,97.32
447,2020-08,MO,73007.52,1633.26,71374.26,2.24,97.76
448,2020-08,MP,50.48,2.0,48.48,3.96,96.04
449,2020-08,MS,76476.65,2592.1,73884.55,3.39,96.61
450,2020-08,MT,5763.0,83.35,5679.65,1.45,98.55
451,2020-08,NC,147158.0,2563.39,144594.61,1.74,98.26
452,2020-08,ND,8975.81,125.29,8850.52,1.4,98.6
453,2020-08,NE,30333.16,360.19,29972.97,1.19,98.81
454,2020-08,NH,6965.65,424.06,6541.58,6.09,93.91
455,2020-08,NJ,190079.74,15900.94,174178.81,8.37,91.63
456,2020-08,NM,23285.77,679.03,22606.74,2.92,97.08
457,2020-08,NV,60729.65,1104.19,59625.45,1.82,98.18
458,2020-08,NY,195293.32,8903.45,186389.87,4.56,95.44
459,2020-08,NYC,232752.87,23336.39,209416.48,10.03,89.97
460,2020-08,OH,107855.71,3829.23,104026.48,3.55,96.45
461,2020-08,OK,52939.87,852.9,52086.97,1.61,98.39
462,2020-08,OR,23025.19,390.1,22635.1,1.69,98.31
463,2020-08,PA,129233.58,7451.13,121782.45,5.77,94.23
464,2020-08,PR,12588.68,327.1,12261.58,2.6,97.4
465,2020-08,PW,0.0,0.0,0.0,0.0,0.0
466,2020-08,RI,20465.68,1051.19,19414.48,5.14,94.86
467,2020-08,RMI,0.0,0.0,0.0,0.0,0.0
468,2020-08,SC,108162.74,2222.45,105940.29,2.05,97.95
469,2020-08,SD,10537.39,151.84,10385.55,1.44,98.56
470,2020-08,TN,129352.29,1376.39,127975.9,1.06,98.94
471,2020-08,TX,530525.77,12804.58,517721.19,2.41,97.59
472,2020-08,UT,47186.65,364.45,46822.19,0.77,99.23
473,2020-08,VA,107142.03,2405.35,104736.68,2.25,97.75
474,2020-08,VI,773.84,10.29,763.55,1.33,98.67
475,2020-08,VT,1385.26,57.0,1328.26,4.11,95.89
476,2020-08,WA,67024.39,1770.1,65254.29,2.64,97.36
477,2020-08,WI,69785.65,1045.45,68740.19,1.5,98.5
478,2020-08,WV,8468.45,160.19,8308.26,1.89,98.11
479,2020-08,WY,3301.9,32.0,3269.9,0.97,99.03
480,2020-09,AK,6509.33,60.5,6448.83,0.93,99.07
481,2020-09,AL,139892.87,3721.3,136171.57,2.66,97.34
482,2020-09,AR,72437.87,1079.6,71358.27,1.49,98.51
483,2020-09,AS,0.0,0.0,0.0,0.0,0.0
484,2020-09,AZ,210752.07,5378.83,205373.23,2.55,97.45
485,2020-09,CA,761899.63,14350.43,747549.2,1.88,98.12
486,2020-09,CO,64495.93,2000.67,62495.27,3.1,96.9
487,2020-09,CT,55044.13,4485.53,50558.6,8.15,91.85
488,2020-09,DC,14710.03,617.2,14092.83,4.2,95.8
489,2020-09,DE,19321.83,619.6,18702.23,3.21,96.79
490,2020-09,FL,661639.87,15574.23,646065.63,2.35,97.65
491,2020-09,FSM,0.0,0.0,0.0,0.0,0.0
492,2020-09,GA,311654.3,6424.4,305229.9,2.06,97.94
493,2020-09,GU,1982.17,28.13,1954.03,1.42,98.58
494,2020-09,HI,10925.1,105.67,10819.43,0.97,99.03
495,2020-09,IA,76761.17,1235.77,75525.4,1.61,98.39
496,2020-09,ID,36504.97,423.7,36081.27,1.16,98.84
497,2020-09,IL,267929.5,8590.47,259339.03,3.21,96.79
498,2020-09,IN,107470.87,3446.4,104024.47,3.21,96.79
499,2020-09,KS,50783.47,553.87,50229.6,1.09,98.91
500,2020-09,KY,64626.9,1369.1,63257.8,2.12,97.88
501,2020-09,LA,159264.47,5265.37,153999.1,3.31,96.69
502,2020-09,MA,125864.77,9273.83,116590.93,7.37,92.63
503,2020-09,MD,117834.23,3979.83,113854.4,3.38,96.62
504,2020-09,ME,4973.43,137.23,4836.2,2.76,97.24
505,2020-09,MI,224781.87,6975.2,217806.67,3.1,96.9
506,2020-09,MN,87285.23,1983.9,85301.33,2.27,97.73
507,2020-09,MO,114130.1,2185.93,111944.17,1.92,98.08
508,2020-09,MP,62.77,2.0,60.77,3.19,96.81
509,2020-09,MS,94256.37,3082.37,91174.0,3.27,96.73
510,2020-09,MT,9882.2,143.17,9739.03,1.45,98.55
511,2020-09,NC,191296.3,3419.3,187877.0,1.79,98.21
512,2020-09,ND,16881.67,187.1,16694.57,1.11,98.89
513,2020-09,NE,39624.63,437.4,39187.23,1.1,98.9
514,2020-09,NH,7769.4,436.0,7333.4,5.61,94.39
515,2020-09,NJ,202359.17,16048.6,186310.57,7.93,92.07
516,2020-09,NM,27189.27,786.13,26403.13,2.89,97.11
517,2020-09,NV,74662.8,1514.47,73148.33,2.03,97.97
518,2020-09,NY,207629.17,8998.1,198631.07,4.33,95.67
519,2020-09,NYC,241611.53,23469.1,218142.43,9.71,90.29
520,2020-09,OH,139654.0,4496.57,135157.43,3.22,96.78
521,2020-09,OK,78753.73,1207.13,77546.6,1.53,98.47
522,2020-09,OR,29995.63,512.97,29482.67,1.71,98.29
523,2020-09,PA,152673.37,7913.23,144760.13,5.18,94.82
524,2020-09,PR,20588.63,554.5,20034.13,2.69,97.31
525,2020-09,PW,0.0,0.0,0.0,0.0,0.0
526,2020-09,RI,23138.43,1102.93,22035.5,4.77,95.23
527,2020-09,RMI,0.0,0.0,0.0,0.0,0.0
528,2020-09,SC,136868.43,3071.7,133796.73,2.24,97.76
529,2020-09,SD,17637.03,191.53,17445.5,1.09,98.91
530,2020-09,TN,173524.37,2090.73,171433.63,1.2,98.8
531,2020-09,TX,678204.7,15975.63,662229.07,2.36,97.64
532,2020-09,UT,61525.0,435.23,61089.77,0.71,99.29
533,2020-09,VA,136564.2,2903.3,133660.9,2.13,97.87
534,2020-09,VI,1237.53,18.37,1219.17,1.48,98.52
535,2020-09,VT,1555.27,57.0,1498.27,3.66,96.34
536,2020-09,WA,81929.53,2021.03,79908.5,2.47,97.53
537,2020-09,WI,100968.5,1228.93,99739.57,1.22,98.78
538,2020-09,WV,13149.87,285.93,12863.93,2.17,97.83
539,2020-09,WY,4668.57,45.83,4622.73,0.98,99.02
540,2020-10,AK,10967.9,89.68,10878.23,0.82,99.18
541,2020-10,AL,171478.55,4292.65,167185.9,2.5,97.5
542,2020-10,AR,97590.39,1655.81,95934.58,1.7,98.3
543,2020-10,AS,0.0,0.0,0.0,0.0,0.0
544,2020-10,AZ,230488.13,5805.55,224682.58,2.52,97.48
545,2020-10,CA,863849.77,16708.13,847141.65,1.93,98.07
546,2020-10,CO,87611.48,2159.87,85451.61,2.47,97.53
547,2020-10,CT,63266.84,4551.74,58715.1,7.19,92.81
548,2020-10,DC,16249.06,638.23,15610.84,3.93,96.07
549,2020-10,DE,23082.06,666.1,22415.97,2.89,97.11
550,2020-10,FL,742068.65,17367.97,724700.68,2.34,97.66
551,2020-10,FSM,0.0,0.0,0.0,0.0,0.0
552,2020-10,GA,361165.19,7541.71,353623.48,2.09,97.91
553,2020-10,GU,3585.52,63.87,3521.65,1.78,98.22
554,2020-10,HI,13814.1,183.68,13630.42,1.33,98.67
555,2020-10,IA,105658.74,1525.32,104133.42,1.44,98.56
556,2020-10,ID,52390.97,533.9,51857.06,1.02,98.98
557,2020-10,IL,344874.26,9439.29,335434.97,2.74,97.26
558,2020-10,IN,145561.61,3919.48,141642.13,2.69,97.31
559,2020-10,KS,70831.1,848.74,69982.35,1.2,98.8
560,2020-10,KY,90373.55,1764.65,88608.9,1.95,98.05
561,2020-10,LA,177578.55,5723.29,171855.26,3.22,96.78
562,2020-10,MA,143519.77,9746.06,133773.71,6.79,93.21
563,2020-10,MD,135264.39,4173.35,131091.03,3.09,96.91
564,2020-10,ME,5949.13,144.45,5804.68,2.43,97.57
565,2020-10,MI,269677.58,7423.48,262254.1,2.75,97.25
566,2020-10,MN,120915.58,2270.0,118645.58,1.88,98.12
567,2020-10,MO,167494.23,3004.58,164489.65,1.79,98.21
568,2020-10,MP,81.55,2.0,79.55,2.45,97.55
569,2020-10,MS,112202.03,3477.71,108724.32,3.1,96.9
570,2020-10,MT,22170.26,247.94,21922.32,1.12,98.88
571,2020-10,NC,241758.26,4256.65,237501.61,1.76,98.24
572,2020-10,ND,32000.58,390.71,31609.87,1.22,98.78
573,2020-10,NE,57138.58,553.58,56585.0,0.97,99.03
574,2020-10,NH,9578.9,461.71,9117.19,4.82,95.18
575,2020-10,NJ,227180.68,16217.06,210963.61,7.14,92.86
576,2020-10,NM,36501.81,880.77,35621.03,2.41,97.59
577,2020-10,NV,89476.29,1724.13,87752.16,1.93,98.07
578,2020-10,NY,228649.77,9143.32,219506.45,4.0,96.0
579,2020-10,NYC,257329.35,23619.61,233709.74,9.18,90.82
580,2020-10,OH,180360.32,5074.74,175285.58,2.81,97.19
581,2020-10,OK,113805.52,1634.87,112170.65,1.44,98.56
582,2020-10,OR,38936.16,619.0,38317.16,1.59,98.41
583,2020-10,PA,186852.65,8462.87,178389.77,4.53,95.47
584,2020-10,PR,30387.42,748.9,29638.52,2.46,97.54
585,2020-10,PW,0.0,0.0,0.0,0.0,0.0
586,2020-10,RI,28299.39,1167.42,27131.97,4.13,95.87
587,2020-10,RMI,0.26,0.0,0.26,0.0,100.0
588,2020-10,SC,162683.9,3620.29,159063.61,2.23,97.77
589,2020-10,SD,32506.68,315.58,32191.1,0.97,99.03
590,2020-10,TN,222928.58,2862.97,220065.61,1.28,98.72
591,2020-10,TX,819305.52,18057.94,801247.58,2.2,97.8
592,2020-10,UT,92603.74,534.61,92069.13,0.58,99.42
593,2020-10,VA,165140.32,3447.55,161692.77,2.09,97.91
594,2020-10,VI,1336.03,20.55,1315.48,1.54,98.46
595,2020-10,VT,1786.52,57.0,1729.52,3.19,96.81
596,2020-10,WA,99012.55,2241.55,96771.0,2.26,97.74
597,2020-10,WI,177471.87,1622.55,175849.32,0.91,99.09
598,2020-10,WV,19646.35,397.58,19248.77,2.02,97.98
599,2020-10,WY,9007.68,62.13,8945.55,0.69,99.31
600,2020-11,AK,23260.67,157.03,23103.63,0.68,99.32
601,2020-11,AL,219284.07,4958.53,214325.53,2.26,97.74
602,2020-11,AR,134369.1,2225.5,132143.6,1.66,98.34
603,2020-11,AS,2.2,0.0,2.2,0.0,100.0
604,2020-11,AZ,281390.27,6316.63,275073.63,2.24,97.76
605,2020-11,CA,1041473.2,18377.37,1023095.83,1.76,98.24
606,2020-11,CO,175884.87,2616.4,173268.47,1.49,98.51
607,2020-11,CT,92806.3,4778.73,88027.57,5.15,94.85
608,2020-11,DC,19175.43,662.43,18513.0,3.45,96.55
609,2020-11,DE,29990.5,738.2,29252.3,2.46,97.54
610,2020-11,FL,885874.0,19005.7,866868.3,2.15,97.85
611,2020-11,FSM,0.0,0.0,0.0,0.0,0.0
612,2020-11,GA,428688.17,8821.2,419866.97,2.06,97.94
613,2020-11,GU,5877.17,95.37,5781.8,1.62,98.38
614,2020-11,HI,16432.73,225.03,16207.7,1.37,98.63
615,2020-11,IA,183292.1,2031.57,181260.53,1.11,98.89
616,2020-11,ID,83243.3,780.3,82463.0,0.94,99.06
617,2020-11,IL,577054.73,11350.33,565704.4,1.97,98.03
618,2020-11,IN,255891.73,4982.97,250908.77,1.95,98.05
619,2020-11,KS,120521.03,1294.7,119226.33,1.07,98.93
620,2020-11,KY,146418.57,2536.57,143882.0,1.73,98.27
621,2020-11,LA,207433.37,6160.13,201273.23,2.97,97.03
622,2020-11,MA,190433.4,10412.2,180021.2,5.47,94.53
623,2020-11,MD,170949.07,4526.13,166422.93,2.65,97.35
624,2020-11,ME,9288.4,169.4,9119.0,1.82,98.18
625,2020-11,MI,400000.63,8810.73,391189.9,2.2,97.8
626,2020-11,MN,228319.47,3022.87,225296.6,1.32,98.68
627,2020-11,MO,275934.77,4260.37,271674.4,1.54,98.46
628,2020-11,MP,100.97,2.0,98.97,1.98,98.02
629,2020-11,MS,139502.2,4016.27,135485.93,2.88,97.12
630,2020-11,MT,47870.27,528.5,47341.77,1.1,98.9
631,2020-11,NC,317856.7,5295.67,312561.03,1.67,98.33
632,2020-11,ND,64609.9,757.33,63852.57,1.17,98.83
633,2020-11,NE,100484.87,816.93,99667.93,0.81,99.19
634,2020-11,NH,15268.0,501.0,14767.0,3.28,96.72
635,2020-11,NJ,304332.73,16623.17,287709.57,5.46,94.54
636,2020-11,NM,69085.33,1196.9,67888.43,1.73,98.27
637,2020-11,NV,123479.77,1941.1,121538.67,1.57,98.43
638,2020-11,NY,282977.83,9550.73,273427.1,3.38,96.62
639,2020-11,NYC,291993.7,23863.03,268130.67,8.17,91.83
640,2020-11,OH,307793.9,5810.47,301983.43,1.89,98.11
641,2020-11,OK,177490.47,2396.07,175094.4,1.35,98.65
642,2020-11,OR,58392.7,783.87,57608.83,1.34,98.66
643,2020-11,PA,282314.53,9467.37,272847.17,3.35,96.65
644,2020-11,PR,45818.77,953.73,44865.03,2.08,97.92
645,2020-11,PW,0.0,0.0,0.0,0.0,0.0
646,2020-11,RI,44314.2,1297.97,43016.23,2.93,97.07
647,2020-11,RMI,2.5,0.0,2.5,0.0,100.0
648,2020-11,SC,197691.9,4134.9,193557.0,2.09,97.91
649,2020-11,SD,64633.1,664.57,63968.53,1.03,98.97
650,2020-11,TN,307247.4,3925.3,303322.1,1.28,98.72
651,2020-11,TX,1120314.27,21782.8,1098531.47,1.94,98.06
652,2020-11,UT,155505.73,731.37,154774.37,0.47,99.53
653,2020-11,VA,208449.07,3851.9,204597.17,1.85,98.15
654,2020-11,VI,1456.87,22.87,1434.0,1.57,98.43
655,2020-11,VT,2923.5,61.33,2862.17,2.1,97.9
656,2020-11,WA,136383.13,2553.47,133829.67,1.87,98.13
657,2020-11,WI,331047.57,2808.5,328239.07,0.85,99.15
658,2020-11,WV,34893.87,591.97,34301.9,1.7,98.3
659,2020-11,WY,23276.67,152.1,23124.57,0.65,99.35
660,2020-12,AK,40501.55,254.77,40246.77,0.63,99.37
661,2020-12,AL,307062.84,6221.58,300841.26,2.03,97.97
662,2020-12,AR,192265.06,3072.23,189192.84,1.6,98.4
663,2020-12,AS,3.0,0.0,3.0,0.0,100.0
664,2020-12,AZ,428286.26,7655.61,420630.65,1.79,98.21
665,2020-12,CA,1699847.23,21795.9,1678051.32,1.28,98.72
666,2020-12,CO,308348.42,4042.16,304306.26,1.31,98.69
667,2020-12,CT,154633.84,5504.0,149129.84,3.56,96.44
668,2020-12,DC,25485.06,728.06,24757.0,2.86,97.14
669,2020-12,DE,48458.26,841.19,47617.06,1.74,98.26
670,2020-12,FL,1149020.87,21707.13,1127313.74,1.89,98.11
671,2020-12,FSM,0.0,0.0,0.0,0.0,0.0
672,2020-12,GA,564524.1,10224.55,554299.55,1.81,98.19
673,2020-12,GU,7145.55,117.55,7028.0,1.65,98.35
674,2020-12,HI,19351.87,271.13,19080.74,1.4,98.6
675,2020-12,IA,259545.26,3289.71,256255.55,1.27,98.73
676,2020-12,ID,124088.29,1213.16,122875.13,0.98,99.02
677,2020-12,IL,863462.74,15712.13,847750.61,1.82,98.18
678,2020-12,IN,436651.52,7032.9,429618.61,1.61,98.39
679,2020-12,KS,192102.23,2188.45,189913.77,1.14,98.86
680,2020-12,KY,234929.74,4012.9,230916.84,1.71,98.29
681,2020-12,LA,275266.65,6939.13,268327.52,2.52,97.48
682,2020-12,MA,302858.61,11680.9,291177.71,3.86,96.14
683,2020-12,MD,242843.29,5588.26,237255.03,2.3,97.7
684,2020-12,ME,17881.48,278.48,17603.0,1.56,98.44
685,2020-12,MI,545620.97,12181.39,533439.58,2.23,97.77
686,2020-12,MN,380398.48,4602.19,375796.29,1.21,98.79
687,2020-12,MO,397472.39,6061.97,391410.42,1.53,98.47
688,2020-12,MP,114.32,2.0,112.32,1.75,98.25
689,2020-12,MS,190448.45,5010.48,185437.97,2.63,97.37
690,2020-12,MT,73942.61,834.84,73107.77,1.13,98.87
691,2020-12,NC,459566.68,6802.26,452764.42,1.48,98.52
692,2020-12,ND,88122.77,1169.03,86953.74,1.33,98.67
693,2020-12,NE,150667.26,1407.58,149259.68,0.93,99.07
694,2020-12,NH,32964.65,628.9,32335.74,1.91,98.09
695,2020-12,NJ,453798.06,17981.16,435816.9,3.96,96.04
696,2020-12,NM,122961.06,1954.84,121006.23,1.59,98.41
697,2020-12,NV,192360.74,2634.48,189726.26,1.37,98.63
698,2020-12,NY,440776.84,11177.23,429599.61,2.54,97.46
699,2020-12,NYC,380585.19,24481.55,356103.65,6.43,93.57
700,2020-12,OH,576892.52,7752.13,569140.39,1.34,98.66
701,2020-12,OK,273128.97,3787.16,269341.81,1.39,98.61
702,2020-12,OR,96788.1,1234.68,95553.42,1.28,98.72
703,2020-12,PA,521270.45,13145.55,508124.9,2.52,97.48
704,2020-12,PR,68301.74,1319.94,66981.81,1.93,98.07
705,2020-12,PW,0.0,0.0,0.0,0.0,0.0
706,2020-12,RI,75064.61,1672.71,73391.9,2.23,97.77
707,2020-12,RMI,4.0,0.0,4.0,0.0,100.0
708,2020-12,SC,266689.77,4817.0,261872.77,1.81,98.19
709,2020-12,SD,91710.19,1271.16,90439.03,1.39,98.61
710,2020-12,TN,471934.0,5663.97,466270.03,1.2,98.8
711,2020-12,TX,1522317.29,27700.45,1494616.84,1.82,98.18
712,2020-12,UT,239642.81,1087.52,238555.29,0.45,99.55
713,2020-12,VA,296485.71,4555.81,291929.9,1.54,98.46
714,2020-12,VI,1837.97,23.0,1814.97,1.25,98.75
715,2020-12,VT,5630.58,110.13,5520.45,1.96,98.04
716,2020-12,WA,212217.29,3053.65,209163.65,1.44,98.56
717,2020-12,WI,474983.39,4495.94,470487.45,0.95,99.05
718,2020-12,WV,67139.45,1042.45,66097.0,1.55,98.45
719,2020-12,WY,39976.13,330.06,39646.06,0.83,99.17
720,2021-01,AK,49914.74,300.03,49614.71,0.6,99.4
721,2021-01,AL,417242.0,8470.23,408771.77,2.03,97.97
722,2021-01,AR,266036.87,4287.84,261749.03,1.61,98.39
723,2021-01,AS,3.0,0.0,3.0,0.0,100.0
724,2021-01,AZ,658252.39,11037.35,647215.03,1.68,98.32
725,2021-01,CA,2842460.87,32260.29,2810200.58,1.13,98.87
726,2021-01,CO,381073.94,5304.55,375769.39,1.39,98.61
727,2021-01,CT,222611.61,6582.77,216028.84,2.96,97.04
728,2021-01,DC,33235.03,846.13,32388.9,2.55,97.45
729,2021-01,DE,70652.13,1005.94,69646.19,1.42,98.58
730,2021-01,FL,1527040.71,26375.52,1500665.19,1.73,98.27
731,2021-01,FSM,0.77,0.0,0.77,0.0,100.0
732,2021-01,GA,801007.32,12322.23,788685.1,1.54,98.46
733,2021-01,GU,7473.0,125.71,7347.29,1.68,98.32
734,2021-01,HI,23652.23,328.13,23324.1,1.39,98.61
735,2021-01,IA,302647.9,4294.48,298353.42,1.42,98.58
736,2021-01,ID,153639.32,1594.39,152044.94,1.04,98.96
737,2021-01,IL,1056788.16,19844.74,1036943.42,1.88,98.12
738,2021-01,IN,580859.13,9481.68,571377.45,1.63,98.37
739,2021-01,KS,253805.97,3376.32,250429.65,1.33,98.67
740,2021-01,KY,327037.9,5604.52,321433.39,1.71,98.29
741,2021-01,LA,361769.9,8163.58,353606.32,2.26,97.74
742,2021-01,MA,458426.42,13757.74,444668.68,3.0,97.0
743,2021-01,MD,322899.42,6972.45,315926.97,2.16,97.84
744,2021-01,ME,33022.16,487.06,32535.1,1.47,98.53
745,2021-01,MI,627201.19,14974.74,612226.45,2.39,97.61
746,2021-01,MN,442707.81,5902.06,436805.74,1.33,98.67
747,2021-01,MO,495831.03,7550.74,488280.29,1.52,98.48
748,2021-01,MP,127.84,2.0,125.84,1.56,98.44
749,2021-01,MS,253349.13,6246.65,247102.48,2.47,97.53
750,2021-01,MT,88392.13,1091.84,87300.29,1.24,98.76
751,2021-01,NC,670834.42,9507.81,661326.61,1.42,98.58
752,2021-01,ND,95643.61,1376.39,94267.23,1.44,98.56
753,2021-01,NE,181246.23,1812.1,179434.13,1.0,99.0
754,2021-01,NH,55974.0,911.81,55062.19,1.63,98.37
755,2021-01,NJ,617144.39,20339.16,596805.23,3.3,96.7
756,2021-01,NM,161022.77,2806.74,158216.03,1.74,98.26
757,2021-01,NV,256719.45,3707.48,253011.97,1.44,98.56
758,2021-01,NY,695226.61,14526.65,680699.97,2.09,97.91
759,2021-01,NYC,532618.65,26054.58,506564.06,4.89,95.11
760,2021-01,OH,811972.9,10105.58,801867.32,1.24,98.76
761,2021-01,OK,373531.9,5469.39,368062.52,1.46,98.54
762,2021-01,OR,130589.16,1739.23,128849.94,1.33,98.67
763,2021-01,PA,761367.94,18969.94,742398.0,2.49,97.51
764,2021-01,PR,88561.16,1686.26,86874.9,1.9,98.1
765,2021-01,PW,0.0,0.0,0.0,0.0,0.0
766,2021-01,RI,104203.26,2153.97,102049.29,2.07,97.93
767,2021-01,RMI,4.0,0.0,4.0,0.0,100.0
768,2021-01,SC,398663.94,6123.16,392540.77,1.54,98.46
769,2021-01,SD,104662.58,1632.26,103030.32,1.56,98.44
770,2021-01,TN,663712.58,8196.13,655516.45,1.23,98.77
771,2021-01,TX,2075504.19,36477.9,2039026.29,1.76,98.24
772,2021-01,UT,317593.35,1476.48,316116.87,0.46,99.54
773,2021-01,VA,435802.61,5752.71,430049.9,1.32,98.68
774,2021-01,VI,2236.84,23.9,2212.94,1.07,98.93
775,2021-01,VT,9140.32,164.16,8976.16,1.8,98.2
776,2021-01,WA,284532.68,3885.9,280646.77,1.37,98.63
777,2021-01,WI,561850.9,5840.84,556010.06,1.04,98.96
778,2021-01,WV,106453.87,1717.39,104736.48,1.61,98.39
779,2021-01,WY,48685.35,525.45,48159.9,1.08,98.92
780,2021-02,AK,54638.21,313.86,54324.36,0.57,99.43
781,2021-02,AL,479550.54,10178.79,469371.75,2.12,97.88
782,2021-02,AR,311387.04,5221.46,306165.57,1.68,98.32
783,2021-02,AS,3.57,0.0,3.57,0.0,100.0
784,2021-02,AZ,795162.71,14830.46,780332.25,1.87,98.13
785,2021-02,CA,3388032.39,46189.79,3341842.61,1.36,98.64
786,2021-02,CO,423356.5,5812.04,417544.46,1.37,98.63
787,2021-02,CT,268525.79,7403.04,261122.75,2.76,97.24
788,2021-02,DC,38865.61,974.25,37891.36,2.51,97.49
789,2021-02,DE,84604.11,1283.93,83320.18,1.52,98.48
790,2021-02,FL,1794966.14,31032.04,1763934.11,1.73,98.27
791,2021-02,FSM,1.0,0.0,1.0,0.0,100.0
792,2021-02,GA,964010.07,15949.14,948060.93,1.65,98.35
793,2021-02,GU,7690.07,129.79,7560.29,1.69,98.31
794,2021-02,HI,26724.68,422.14,26302.54,1.58,98.42
795,2021-02,IA,328882.07,5235.79,323646.29,1.59,98.41
796,2021-02,ID,167553.68,1802.46,165751.21,1.08,98.92
797,2021-02,IL,1160812.11,22096.25,1138715.86,1.9,98.1
798,2021-02,IN,648281.21,12068.43,636212.79,1.86,98.14
799,2021-02,KS,286599.61,4372.79,282226.82,1.53,98.47
800,2021-02,KY,394508.54,6660.86,387847.68,1.69,98.31
801,2021-02,LA,418358.82,9301.04,409057.79,2.22,97.78
802,2021-02,MA,556493.29,15599.43,540893.86,2.8,97.2
803,2021-02,MD,371110.18,8041.68,363068.5,2.17,97.83
804,2021-02,ME,42607.93,655.68,41952.25,1.54,98.46
805,2021-02,MI,672379.0,16313.79,656065.21,2.43,97.57
806,2021-02,MN,473631.25,6430.0,467201.25,1.36,98.64
807,2021-02,MO,541860.29,8375.96,533484.32,1.55,98.45
808,2021-02,MP,136.29,2.0,134.29,1.47,98.53
809,2021-02,MS,289166.71,6888.25,282278.46,2.38,97.62
810,2021-02,MT,97345.82,1324.21,96021.61,1.36,98.64
811,2021-02,NC,821964.43,11778.57,810185.86,1.43,98.57
812,2021-02,ND,98811.18,1433.14,97378.04,1.45,98.55
813,2021-02,NE,197336.54,2012.46,195324.07,1.02,98.98
814,2021-02,NH,70920.89,1127.86,69793.04,1.59,98.41
815,2021-02,NJ,745830.54,22462.57,723367.96,3.01,96.99
816,2021-02,NM,180320.82,3411.36,176909.46,1.89,98.11
817,2021-02,NV,287609.93,4690.71,282919.21,1.63,98.37
818,2021-02,NY,869910.93,17295.39,852615.54,1.99,98.01
819,2021-02,NYC,676783.39,28359.54,648423.86,4.19,95.81
820,2021-02,OH,937789.82,14717.43,923072.39,1.57,98.43
821,2021-02,OK,425103.86,6637.68,418466.18,1.56,98.44
822,2021-02,OR,150117.43,2101.79,148015.64,1.4,98.6
823,2021-02,PA,899746.5,23037.21,876709.29,2.56,97.44
824,2021-02,PR,99138.36,1926.93,97211.43,1.94,98.06
825,2021-02,PW,0.0,0.0,0.0,0.0,0.0
826,2021-02,RI,121146.96,2470.54,118676.43,2.04,97.96
827,2021-02,RMI,4.0,0.0,4.0,0.0,100.0
828,2021-02,SC,498403.54,7942.32,490461.21,1.59,98.41
829,2021-02,SD,110346.75,1835.07,108511.68,1.66,98.34
830,2021-02,TN,747815.79,10760.57,737055.21,1.44,98.56
831,2021-02,TX,2542296.14,44216.11,2498080.04,1.74,98.26
832,2021-02,UT,360751.71,1798.21,358953.5,0.5,99.5
833,2021-02,VA,549228.61,7260.0,541968.61,1.32,98.68
834,2021-02,VI,2535.25,24.68,2510.57,0.97,99.03
835,2021-02,VT,12695.93,192.36,12503.57,1.52,98.48
836,2021-02,WA,328072.36,4675.96,323396.39,1.43,98.57
837,2021-02,WI,606696.21,6755.96,599940.25,1.11,98.89
838,2021-02,WV,127258.29,2194.64,125063.64,1.72,98.28
839,2021-02,WY,53260.5,648.32,52612.18,1.22,98.78
840,2021-03,AK,58395.16,331.84,58063.32,0.57,99.43
841,2021-03,AL,506117.61,10794.32,495323.29,2.13,97.87
842,2021-03,AR,327126.68,5458.87,321667.81,1.67,98.33
843,2021-03,AS,3.23,0.0,3.23,0.0,100.0
844,2021-03,AZ,832803.26,16571.39,816231.87,1.99,98.01
845,2021-03,CA,3528039.1,55326.61,3472712.48,1.57,98.43
846,2021-03,CO,454005.45,6038.58,447966.87,1.33,98.67
847,2021-03,CT,294609.87,7787.9,286821.97,2.64,97.36
848,2021-03,DC,42638.68,1042.42,41596.26,2.44,97.56
849,2021-03,DE,92138.9,1504.45,90634.45,1.63,98.37
850,2021-03,FL,1949985.87,33577.58,1916408.29,1.72,98.28
851,2021-03,FSM,1.0,0.0,1.0,0.0,100.0
852,2021-03,GA,1036788.13,18311.06,1018477.06,1.77,98.23
853,2021-03,GU,7774.42,133.39,7641.03,1.72,98.28
854,2021-03,HI,28475.58,448.1,28027.48,1.57,98.43
855,2021-03,IA,343707.26,5635.42,338071.84,1.64,98.36
856,2021-03,ID,176030.29,1920.13,174110.16,1.09,98.91
857,2021-03,IL,1214008.74,23220.19,1190788.55,1.91,98.09
858,2021-03,IN,675182.26,12828.71,662353.55,1.9,98.1
859,2021-03,KS,298460.71,4841.42,293619.29,1.62,98.38
860,2021-03,KY,421180.58,7161.19,414019.39,1.7,98.3
861,2021-03,LA,438096.26,9908.23,428188.03,2.26,97.74
862,2021-03,MA,606587.55,16772.52,589815.03,2.77,97.23
863,2021-03,MD,396520.61,8603.84,387916.77,2.17,97.83
864,2021-03,ME,47674.06,724.03,46950.03,1.52,98.48
865,2021-03,MI,730514.1,16930.39,713583.71,2.32,97.68
866,2021-03,MN,500296.81,6781.9,493514.9,1.36,98.64
867,2021-03,MO,560160.1,8691.16,551468.94,1.55,98.45
868,2021-03,MP,152.45,2.0,150.45,1.31,98.69
869,2021-03,MS,302220.61,7128.13,295092.48,2.36,97.64
870,2021-03,MT,102279.81,1402.65,100877.16,1.37,98.63
